	affiliation	affiliationMag	if_same
14547	chemnitz university of technology, chemnitz,germany	dresden university of technology	0
14548	stevens institute of technology, hoboken, new jersey, usa	university of science and technology of china	0
14549	the university of sydney, sydney, new south wales, australia	ministry of industry and information technology of the people s republic of china	0
14551	stevens institute of technology, hoboken, new jersey, usa	california institute of technology	0
14552	beijing normal university, beijing 100875, pr china	central china normal university	0
14553	department of statistics, dortmund university, posttach 50 05 00, dortmund, germany	technical university of dortmund	0
14554	beijing normal university, beijing, china	china medical university	0
14555	beijing normal university, beijing, china	china agricultural university	0
14556	university of alabama in huntsville, huntsville, alabama, 35899, united states	academy of medical sciences united kingdom	0
14557	mscs, 322 science and engineering offices(m/c 249), 851 s. morgan street, chicago 60607,united states	university of shanghai for science and technology	0
14558	university of southern california, los angeles, california, usa	southern medical university	0
14559	academia sinica, beijing, china, and hong kong	hong kong baptist university	0
14560	department of statistics, university of north carolina, 315 phillips hall, chapel hill, nc 27514, usa	united states department of agriculture	0
14561	university of southern california, los angeles, california, usa	university of california irvine	0
14562	university of new hampshire, durham, new hampshire, usa	university of new england	0
14563	stevens institute of technology, hoboken, new jersey, usa	shenyang university of technology	0
14564	shandong university, 27 shanda nanlu, 250100 jinan, pr china	university of science and technology of china	0
14566	university of new hampshire, england a. lindner, institut fuer mathematische stochastik, braunschweig, germany	northwest a f university	0
14567	mscs, 322 science and engineering offices(m/c 249), 851 s. morgan street, chicago 60607,united states	university of electronic science and technology of china	0
14569	chemnitz university of technology, chemnitz, germany	karlsruhe institute of technology	0
14570	stevens institute of technology, hoboken, new jersey, usa	huazhong university of science and technology	0
14571	new jersey institute of technology, newark, new jersey, usa	national institute of standards and technology	0
14572	university of new hampshire, nh, usa	university of new england	0
14573	mscs, 322 science and engineering offices(m/c 249), 851 s. morgan street, chicago 60607,united states	wuhan university of science and technology	0
14574	national heart lung and blood institute, division of epidemiology and clinical applications, bethesda, md 20892, us	gwangju institute of science and technology	0
